artist,genre
Carmine De Martino,
Mario Winans,"rnb, soul, Hip-Hop, rap, male vocalists, r&b, lovebox, american, smooth, hip hop"
SHELLS,"Hip-Hop, electronic, pop, female vocalists, UK, All, alternative, 10s, oceania, 5432fun"
MIA,"electronic, pop, german, indie, deutsch, mia, Europop, female vocalists, 12, Progressive rock"
"AKI, ODZ, Dajanko, Blen",
Euroo,
"LCone, Mimiks",
"Tanya Chua, Carla Bruni",
Orçun Sünear,
ICELANDIA,"canada, Canadian, electronic, indie, synth pop, indie pop"
Kratos Himself,"jazzy, trip-hop, hiphop, soul, electronica, experimental, Hip-Hop, instrumental hip-hop, laidback, netherlands"
New Edition,"rnb, 80s, soul, new jack swing, pop, r&b, new edition, rhythm and blues, male vocalists, 90s"
SiDizen King,"Hip-Hop, electronic, indie rap"
"Alexander Caniggia, Charlotte Caniggia",
Take Your Time,"90s, acid jazz, makina, eurodance, AI Generated"
"Young Fathers, Leith Congregational Choir",
Julian Lamadrid,"pop, rnb, post hiphop, mexico, united arab emirates, dubai, uae"
"SoMo, Maty Noyes",
Suite 69,
Skin,"rock, female vocalists, alternative rock, alternative, british, swans, industrial, no wave, Jarboe, michael gira"
4ti,
"Felix Palmqvist, Loé",
Ten Fé,"indie, indie pop, indie rock, british, england, All, london, UK, electronica, electronic"
Lonely The Brave,"post-hardcore, alternative rock, rock, atmospheric, alternative, british, All, United Kingdom, ambient, hardcore"
Stereoclip,"minimal techno, electronic, techno, shad, in que, france, House, minimal, melodic techno, deep house"
"Zara Larsson, Ty Dolla $ign",
Gus & Vic,"brazil, indie, indie pop, alternative, brazilian, duet"
"Marcello Gugu, Godo",
Aláfia,"brazilian, folk, mpb, World Music, percussion, bookmarks, samba, batuque, afro-brazilian folk, musica brasileira"
"Vintage Culture, Wolfire, Anamari",
The New Pornographers,"indie rock, Canadian, indie, indie pop, alternative, power pop, rock, canada, female vocalists, 00s"
Jeremy Gabriel,
Steve James,"folk, country, blues, guitar, USA, Modern Acoustic Blues, acoustic guitar, cllct, country blues, low fi"
"Kate Simko, London Electronic Orchestra",
ludovic alarie,"montreal, french, quebec"
Kamilo,
TREGS,"good, USA, nu-disco, future bass, groove bass"
"Fat Flava Music, B. Montes, Rick Santino, Juan El Culpable, BlabberMouf, EllMatic",
Montevideo,"indie rock, indie pop, new wave, electropop, nu disco, Disco, synthpop, indie, electro rock, electronic"
Generación 12,gospel
Grøndreng,
Jens Ole Wowk McCoy,
Ukronede Konger,
Mew,"indie, indie rock, alternative, danish, rock, dream pop, alternative rock, shoegaze, Progressive rock, indie pop"
"David Dieu, Censur",
Love Shop,"danish, pop, dansk, rock, 90s, nordic, scandinavian, compilations, Sophisti-Pop, denmark"
Turbolens,"danish, indie, dansk, denmark, bookmarked, mew"
"Tanishk Bagchi, Zahrah S Khan, Jass Manak",
"Furytto, Praba",
"Kchiporros, Milk Shake",
عبدالله المخلص,
"Chris Young, Mitchell Tenpenny",
"Tom & Hills, Cosmos & Creature",
DJ Majestick,
"Mat Bastard, A-Vox",
Volo,"french, chanson francaise, chanson, electronic, france, nouvelle scene francaise, downtempo, nouvelle scene french, volo, violoncelle"
Wealstarr,"french, funk"
Le Peuple de L'Herbe,"dub, electronic, french, Drum and bass, Hip-Hop, trip-hop, electro, breakbeat, jazz, electronica"
JAJA,"ambient, Space Ambient, electronic, Smooth Jazz, ektoplazm, space music, saxophone, drone, japanese, easy listening"
"Snareskin, Holly",
Tex,"singer-songwriter, german, indie, pop, Tex, Linkin Park, indie pop, tvnoir, blues rock, stoner"
BTNG,"rap, hip hop, Deutschrap"
"REKON, Alisky",
"IMKK, Jess Smyth",
"Zcalacee, Costar",
"KEZ, Kianush, Jeyz, Bosca",
"KEZ, Manuellsen",
"Stephanie Ho, Fred Cheng",
Dira,"acid jazz, jazz, soul, Neo-Soul, vocal, Smooth Jazz, indonesian, Modern World Soul Music, real neo soul, dira"
"Denada, Ihsan Tarore",
Roman Foot Soldiers,"indie rock, proartbvoice, indietronica, indonesia, matindas, electropop, singer-songwriter, indonesian indie"
Symphony Worship,
"Dargen D'Amico, Isabella Turso",
Rockin'1000,"classic rock, rock, live, cover"
Umberto Maria Giardini,"italian, italian songwriter, rock, guitar, folk, pop, singer-songwriter, alternative rock, vocal, Italy"
Kaoru Minato,
Kevin Ross,"rnb, soul, pop, USA, male vocalists, trap"
"ScHoolboy Q, A$AP Rocky","Hip-Hop, rap, underground hip-hop, West Coast Rap, hip hop, compton, Gangsta Rap, west coast, american, black hippy"
Protest The Hero,"metalcore, mathcore, Progressive metal, post-hardcore, experimental, Progressive Metalcore, Progressive, metal, hardcore, Canadian"
Young K,"DAY6, young k, Korean, k-pop, Kpop, rock, pop, Ballad, k-rock, krock"
The Opposites,"nederhop, Hip-Hop, rap, dutch, Nederlandstalig, All, hip hop, the netherlands, dutch rap, alternative hip-hop"
AVEPARADISO,"electronic, singer-songwriter, indie-pop, mexico"
Patada Y Coz,
"Mr. Pig, Screamau",
Golden Ganga,"reggae, mexico, Hip-Hop, musica libre"
Colt Romeo,
"Darlinn, Revers Gagnant, Atena",
"Imelda May, Jeff Beck",
"Tony Tony, DJEZJA",
Rina Mushonga,"singer-songwriter, pop, zimbabwe, dutch, netherlands, indie pop, indie, female vocalists, live gesehen, All"
"Louis The Child, Elohim",
The Modern Times,"norwegian, indie punk"
Rebstar,"Hip-Hop, hip hop"
"El Sahabbi, MC Mjul, El Khung",
cXo,dance
"Fernanda Arrau, Elisita Punto",
"Cora Novoa, Sam Tucker",
"Gain, Jeff Bernat",
Kian Dionisio,
4Th Impact,"philippines, filipinas, britpop, Girl Groups, pinoy pop, X factor, X-Factor, P-pop, ppop, The X Factor"
Hades,"black metal, thrash metal, Norwegian Black Metal, rap, norwegian, Hip-Hop, heavy metal, viking metal, polish, Power metal"
"JWP/BC, Mecca Star",
Tei Shi,"indie pop, alternative rnb, synthpop, electropop, female vocalists, pop, indie, singer-songwriter, Electroclash, argentina"
"Arthur Nery, Meeks",
"Sander van Doorn, LVNDSCAPE",
"Andy Lau, Chris Lee",
Kevin Oh,"Korean, k-indie, singer-songwriter, indie, k-pop, Kpop, ost, south korean, men written by women"
Los Punsetes,"indie pop, spanish, spanish indie pop, female vocalists, pop, indie, noise pop, rock, pop punk, alternative"
Maika Barbero,"rock, spanish, La voz, Objetivo Eurovision 2017, 1 in 360, objetivo eurovision"
Discotron,"nu disco, House, british, electronic, All, nu-disco"
AMA,"Lo-Fi, rnb, spanish indie pop, soul, All, hard techno, industrial, Irish Hip Hop, spotify, trap"
Mi von Ahn,"indie, swedish, singer-songwriter, pop, female vocalists, scandinavian, alternative, female-vocalists, indie-pop"
Schütz,"Classical, baroque, german, early baroque, composer, choral, early music, 17th century, deutsch, germany"
Faal,"funeral doom metal, doom metal, funeral doom, Death Doom Metal, Doom, atmospheric doom metal, dutch, post-rock, netherlands, death-doom metal"
Namasenda,"hyperpop, bubblegum bass, pop, pc music, electronic, swedish, electropop, Sweden, female vocalists, digicore"
Johan Klingwall,swedish
Józef Gatysik,"chillout, ambient, piano, instrumental, chill, relax, ghost artist"
Krokus,"hard rock, heavy metal, classic rock, rock, 80s, metal, swiss, switzerland, Krokus, Swiss Rock"
"Suming, 趙詠華, Juan Ying Zhuang",
NADAS,"alternative, alternative rock, alternative rock artist, rock, american, work, USA, United States, Paste, iowa"
Charly H. Fox,"House, dance, cover, one hit wonder"
Honeysuckle,"Alt-country, folk, americana, USA, neo-folk"
Jamie Lenman,"folk, metal, experimental, rock, post-hardcore, alternative rock, hardcore, hard rock, alternative metal, UK"
Kondi Band,"electronic, sierra leone, Fusion, World Music, Sierra Leonean, USA, vocal, american, traditional, african"
The Lightning Year,
The Rubberbandits,"comedy, irish, rap, hip hop, Hip-Hop, 10s, funny, pop, quirky, electronic"
Aryia,"ebm, industrial, electronic, synthpop, futurepop, female vocalists, Canadian, electro-industrial, dark electro, Gothic"
"Kamakaze, Massappeals",
LESSI,"House, electronic, australia,  tech house"
The King Blues,"ska, punk, reggae, folk, Need to Rate, punk rock, Acoustic Ska, british, ska punk, rock"
Flat Worms,"post-punk, Heavy Punk, doom punk, Garage Rock, psychedelic, Psychedelic Rock, rock, los angeles, indie, noise rock"
alxxa,"pop, electronic, female vocalists, cool hair, coloured hair"
Rotana,"pop, female vocalists, alternative, saudi arabia"
Sekret,"russian rock, Rock and Roll, russian, 80s, rock, rock-n-roll, rock'n'roll, beat, classic rock, pop rock"
Far Places,"electronic, female vocalists, indie, pop, duo, indie pop, USA, spotify, 4, yandex music"
"Kora (CA), Adrien (CA)",
Betraying The Martyrs,"deathcore, metalcore, christian, Melodic Death Metal, french, symphonic deathcore, metal, Melodic Deathcore, christian deathcore, symphonic"
Pablo Dominguez,"praia, folk, recomendo"
Agridoce,"folk, brazilian, alternative, indie, fofolk, female vocalists, pitty, agridoce, brazil, brasil"
"Fiduma & Jeca, Guilherme & Benuto",
Alva,"rock, experimental, Avant-Garde, rapcore, latvian, dancehall, Nu Metal, Need to Rate, psychedelic folk, swedish"
"Girma Bèyènè, Akalé Wubé",
Borussia,"House, electronic, french, french house, edbanger, ed banger, filter house"
Chinese Man,"trip-hop, electronic, Hip-Hop, french, turntablism, hip hop, trip hop, groove, breakbeat, dub"
"Frédéric Chopin, Maurizio Pollini",
"G Voz, Sander W., Rami",
cherrytop,
"Nicky Jam, Musicologo The Libro",
"VO, Abdulaziz Louis, Bader AlShuaibi",
frxzen,
Dybbukk,
نادر الشراري,
Kakauko King,
"Gaeko, Ourealgoat, SINCE, Ahn byeong woong, Tabber, Gwangil Jo",
"Anandelight, unofficialboyy, BE'O, Geegooin, Mudd the student","Anandelight, Geegooin, Mudd the student, rap, Hip-Hop, Korean, unofficialboyy, BE O"
"Don Mills, northfacegawd, sokodomo, Khakii, A-chess","Hip-Hop, rap, Korean, don mills, Khakii, Northfacegawd, Sokodomo, A-Chess"
"YUMDDA, TOIL, KOONTA, Basick, 365LIT, HWANG JI SANG, Song Min Young",
Siw Malmkvist,"Schlager, swedish, oldies, Sweden, Eurovision, All, pop, german, female vocalists, drain"
BNQT,"indie rock, rock, 10s, soft rock, prog rock, Psychedelic Rock, USA, punk rock, UK, american"
Kıraç,"turkish rock, rock, turkish, anatolian rock, Turkce Rock, folk rock, Progressive rock, anadolu rock, turk rock, world"
"Lia Shine, Morphia",
"Mousv, GELBA",
"Kids from the Court, Lil Swish, Young Vince Carter",
"Kollegah, Sun Diego",
"1986zig, Kontra K",
"Deno419, Eno",
"GRiNGO, Summer Cem, OMG",
"Ra'is, Fero47",
"Lil Shrimp, Capital Bra",
Bliznacite,
Elite Beats,
Katerina Lioliou,"Greek, beautiful, talented, female vocalists, the voice, the voice of greece, greece"
Enzo Barone,"italia, Italy, neapolitan, Musica napoletana, neomelodica"
"Hypnosis Mic -D.R.B.- (Buster Bros!!!), Hypnosis Mic -D.R.B.- (Matenrou), Hypnosis Mic -D.R.B.- (Fling Posse)",
"Fatah, Frenna",
Stix,hip hop
Mehringer Marci,
"Thaman S, Harini Ivaturi, Sahiti Chaganti",
"Eclat Story, Kaleb J",
"Omer Adam, Idan Rafael Haviv",
Luigi Strangis,"rock, italian, Italy, glam, italian male vocalists, italian rock, amici21"
"ChocQuibTown, Lil Silvio & El Vega, La Ross Maria",
The Sham Tape,
"lil inko, ElGrandeToto, Ckay",
"Macdella, EyeballRay",
"VAS, Pijama Party",
"Arca, Sia",
"Martin Garrix, Julian Jordan, Tinie Tempah",
"Vahtera, Antti Ketonen",
"Ege Zulu, Jore",
"Rekami, Aaro630",
"Naps, Sofiane, Kalif Hardcore",
"Naps, Wejdene",
"Sale Epoque, Kalash Criminel",
"O.G., YONII",
"lilmido, Beyazz",
TM,"Berlin, noise, drone, glitch, sound collage, rap, hip hop, dance, contemporary classical, german"
"Pentakill, Jorn Lande",
"Pentakill, Tre Watson, TELLE",
"Pentakill, Jorn Lande, Noora Louhimo, Jose ""Atlan"" Aranda",
"Pentakill, TELLE, Tre Watson",
"Pentakill, Tre Watson",
"Pentakill, Jorn Lande, Tre Watson",
"Pentakill, Noora Louhimo",
"Pentakill, Jorn Lande, Noora Louhimo",
"TVRNFLX, Nik Tendo, Shimmi",
"iLLEOo, Wak1",
Trinidad Senolia,United States
dontloveme,"trap, electronic, future bass"
Lucas Luck,
Miguel Mateos,"Rock en Espanol, Rock Argentino, rock, argentina, latin, 80s, new wave, All, miguel mateos, rock en español"
Fat White Family,"Garage Rock, Lo-Fi, rock, experimental, london, post-punk, UK, england, Psychedelic Rock, garage"
Yuki Saito,"j-pop, japanese, female vocalists, composer, anime, japan, pop, kayoukyoku, city pop, singer-songwriter"
Alexis Harte,"singer-songwriter, folk, acoustic, indie, spotify, mtce tryout, All, stuff I still want to discover"
Pomegranate Tiger,"Progressive metal, instrumental, DJENT, Progressive rock, Progressive, math metal, experimental, instrumental metal, metal, canada"
Dead Times,"experimental, noise, electronic, black metal, guitar noise, avant garde, a future in noise, Black Noise, free download, USA"
Dafi,elektro-house
NSM PSM,"nsm psm, kay, pato watson, music vs music, clap your brains off, karim gonzalez"
"Ryki, Aewon Wolf",
Citizen Four,pop
"Emmsjé Gauti, Helgi Sæmundur, Birnir",
"Emmsjé Gauti, Helgi Sæmundur, Úlfur Úlfur",
"Emmsjé Gauti, Helgi Sæmundur, Floni",
David Correy,"pop, rnb, soul, hip hop, male vocalist, brazilian, Hip-Hop, r n b, X factor"
Clark Mantilla,
KIM KOUBOU,
Ayreon,"Progressive metal, Progressive rock, symphonic metal, metal, Progressive, rock opera, dutch, metal opera, rock, space metal"
"Tulsi Kumar, Darshan Raval, Manan Bhardwaj",
Brad Jacobsen,"piano, new age, LDS, USA, new age piano music, under 2000 listeners"
"Mabelle Jonsson, Stefan Mothander",
Daniel Wakeford,
Julian Maverick,"All, indie, Summer Disco, dance"
Ronnie Baker Brooks,"blues rock, blues, guitar, hard-n-blues, singer-songwriter, american, All, hard-blues, guitar blues, gramusels bluesrock"
Alex Lilly,"female vocalists, soul, pop, USA, 10s"
The Honey Drippers,"classic rock, rock, rock n roll, 80s, oldies, blues rock, Rock and Roll, british, soul, Robert Plant"
"New Gen, Jevon",
A-1,"Hip-Hop, rap, nerdcore, mashup, hip hop, underground hip-hop, synthpop, Gangsta Rap, san francisco, american"
Boubou,trip hop
Jess Ribeiro,"country, folk, australian, singer-songwriter, alternative country, alt.country"
UTAH,"Psychedelic Rock, Stoner Rock, USA, Sludge, slowcore, Alt-country, Doom, good, alternative rock, doom metal"
"La Triple Nelson, Emiliano Brancciari",
Phillip Phillips,"folk, rock, American Idol, country, soul, pop rock, folk rock, pop, singer-songwriter, american"
"Almighty, Farruko",
"Fortisakharof, Rami Fortis, Berry Sakharof",
"Nello Taver, Locked",
"Nello Taver, Alberi Alti, Locked",
Nello Taver,
"Kempi, Architrackz, Jordymone9",
"Spens, DODO, Eves Laurent",
"Kid de Blits, Ronnie Flex",
GAYLE,"pop, USA, pop rock, female vocalists, upcoming album 2022, rutracker, pop punk, electropop, rock, american"
LOLIWZ,hyperpop
Emma Schneider,
"Slæm Dønk, Vidar Villa, Mr. Pimp-Lotion, Bendik, Jesper Jenset",
"Turisti, MELO",
"Turisti, Varkemaa",
"PlanBe, Sir Mich",
"Fahad Ibrahim, Ohoud",
NOVAI,
"Ghali, Izi",
"MDU aka TRP, Kabza De Small",
MUSASHI PROJECT,"japan, Soundtrack, rock, japanese rock, pop, j-pop, anime, pop rock, Naruto, traditional japanese"
"سلطان الفهادي, Abdullah Al Farwan",
"Adam Ďurica, Emma Drobna",
"De Mthuda, Sino Msolo, Sipho Magudulela",
LaStreet,
"Capital T, Elvana Gjata",
"Nkosazana_Daughter, Sir Trill, Josiah De Disciple, Mpura, Zaba, Tee Jay, ThackzinDJ",
"Prince Kaybee, Nkosazana_Daughter, Masuda",
"Semi Tee, MDU aka TRP, Mpho Spizzy",
"Leiva, Fer Casillas",
"Melendi, Miriam Rodríguez",
"C.R.O, Recycled J, Selecta, Cruz Cafuné, Israel B",
"FRÖKEN SNUSK, Rasmus Gozzi",
"Simeon, ADAAM",
"Stress, Naomi Lareine, EAZ",
Amazing Show,"taiwanese, folk, indie, punk, electronic, alt-rock, alternative, experimental, punk rock, electronica"
Unicorn,"rock, japanese, Progressive rock, J-rock, j-pop, heavy metal, dan swano, melodic metal, swedish, Neo-prog"
POP! CORN,"k-pop, Korean, girls planet 999, pop, Girl Groups, produce girls, Kpop"
"Paluch, Gedz, Kobik",
"Paluch, Sarius",
"FMK, Tiago PZK, Mau y Ricky",
"Kacperczyk, Julia Pośnik",
"Masew, Khôi Vũ",
"Radikal Chef, 030er, Momo",
"El Jordan 23, Pablo Chill-E, Marcianeke",
"CMD, Joshua, Erne100",
"Gabi Martins, João Gomes",
"Lucas Lucco, Tierry",
"Dane Amar, MEYOU",
Kiki,"minimal, electronic, minimal techno, electro, BPitch Control, techno, tech house, finnish, Berlin, melt 2009"
"Sonido Profesional, Mário Silva",
Sonido Profesional,"uruguay, cumbia"
"Tuure Kilpeläinen, Kaihon Karavaani",
"GRiNGO, Sa4, Mashkal",
"Jala Brat, MC Hariel",
Robleis,"argentina, twitch, Streamer, rap, stream, trap, gaming, argentine, cumbia pop, facebook"
"Nimo, Lio",
"Azet, Jugglerz",
"badchieff, Cro",
"J Balvin, Yandel",
"J Balvin, Jhay Cortez",
"J Balvin, Myke Towers",
"DENNIS, Jorge",
Arun Kaundinya,
"Grigovor, Kay Be",
"Grigovor, Kamen",
"Grigovor, C-MO, TromBobby",
"Grigovor, Gena, Kamen",
"Grigovor, Leena, Boyan",
"Grigovor, Jluch",
"Grigovor, SMYAH",
"J Balvin, Ozuna",
רוי סופר,
"Los Profetas, Ty Brasel, Surf Gvng",
"Arshad Maimouni, Delara, Lars Vaular",
"Moro, Diib",
Flawes,"electronic, alternative, british, pop rock, less than 1000 listeners, Passion of Discovery"
"Sam's, Bosh, Gazo",
"Kay One, Juan Daniél, Irene Gómez",
"Culcha Candela, HBz",
Early le Doc,
Bet Beats,
"M'Dee, Skryptonite",
"Wajid, Ganesh Chandanshive",
"Suresh Wadkar, Lalitya Munshaw",
"Shankar Mahadevan, Chorus","Hindi, Indian, bollywood, desi, world, Shankar Mahadevan, All, Shankar, india, shankar ehsaan loy"
"Vercetti CG, Shimmi, AstralKid22, TVRNFLX",
northfacegawd,"rap, Hip-Hop, Korean, SMTM, Northfacegawd"
"Doli & Penn, Odeya",
"Samy, Keta, Simba La Rue, Manny Troublez",
"Baby K, Alvaro Soler",
"MACHETE, Jani",
"MACHETE, Gori",
"Duki, Ak4:20, Juhn, Juanka",
"WOS, CA7RIEL",
"Anuel AA, Myke Towers, Jhay Cortez",
"WOS, Ricardo Mollo",
"WOS, Nicki Nicole",
"DJ Tao, La Joaqui",
"Dani Ribba, Tiago PZK",
"Dillom, L-Gante",
Sael,"black metal, french black metal, french, raw black metal, france, argentina, Reggaeton, Suicidal Black Metal, progressive black metal, germany"
"Sech, DJ Khaled",
Emmy Meli,"pop, rnb, USA, los angeles, funk_add_to_lidarr_batch_9, California"
"FelixThe1st, Dreya Mac, Finch Fetti",
"TINI, L-Gante",
Salastkbron,"argentina, rkt, Latin Rap"
"Los Ángeles Azules, Nicki Nicole",
"Duki, Rels B",
"Reik, Maria Becerra",
"Chivv, Mr Eazi, Naira Marley, Diquenza, King Promise",
"Cico Band, Rendy",
Franja Du Plessis,"afrikaans, white, want to see live, cracker, namibia, namibian"
"RAP VIỆT, XAM",
"Ezzari, Daniel Obede",
"Amuly, RAVA",
"FEDUK, дора",
"Andro, Andy Panda",
"Call Me Karizma, Три дня дождя",alternative
"FLESH, Scally Milano",
"Irina Rimes, Jah Khalib",
"Jode Skate, Beki, Adamillion",
Another Sound,
Voxxerd,
طلال مداح,"khaleeji, Saudi, 80s, 70s, fucking dead, oud, mecca, khaliji, saudi arabia"
"A-Reece, Jay Jody, BLUE TAPE",
"Costa Titch, AKA",
"Blaqnick, MasterBlaq, M.J, Mellow & Sleazy",
"Mapara A Jazz, 2Some music",
"Leiva, Ximena Sariñana",
"Shirin David, Shindy",
"Bushido, Aaliyah",
"Leony, VIZE",
"Kelly Clarkson, Ariana Grande",
"Don Omar, Nio Garcia",
"Zé Felipe, Mc Danny",
"Mc Delux, DJ MT7",
"Xamã, Gustah, Neo Beats",
"DENNIS, Luíza & Maurílio",
"Mc Danone, Mc Frog",
"FBC, VHOOR, Mac Júlia",
"Costa Gold, MC Ryan SP, Pedro Lotto, Paiva Prod",
Nivy,"brazilian, female vocalists, better than selena gomez, better than ariana grande, caio prince, nivy"
"Vitor Fernandes, João Gomes",
"Pabllo Vittar, Rennan da Penha",
Gilsons,"mpb, brasil, brazilian, indie, mpb Brasil, sofar sounds"
"Mayke & Rodrigo, Hugo & Guilherme",
"MC Cabelinho, L7NNON, Filipe Ret, Dallass",
"DJ Matt D, Menor MC, MC GP, Vulgo FK",
"WC no Beat, Igão, Yunk Vino, Kyan, Marginal Supply",
