artist,genre
Вишневский,"Anton Vishnevskiy, alternative, pop punk, russian"
"Mr Carlton, Lothy, DJ Andyman, DJ McFly",
Black Red Gold,
RUMORS,"punk rock, Korean, melodic hardcore, All, skate punk, melodic punk, hardcore punk"
Los Chicos Del Sexo,"neoperreo, Reggaeton, himno nacional de el salvador"
"Mo Skillz, Niko Malteze",
NAVIBAND,"Belarusian, indie, indie pop, Eurovision 2017, pop, Eurovision, folk, eurovision song contest 2017, belarus, indie folk"
"GusGus, John Grant",
2002 ราตรี,
"Black Country, New Road","post-punk, post-rock, Crank wave, indie rock, art rock, chamber pop, Experimental Rock, experimental, post-brexit new wave, math rock"
Loli Molina,"acoustic, folk, singer-songwriter, guitar, female vocalists, latin pop, pop, gotta catch em all: mio mio MIO, argentina, 00s"
MIEL,"dream pop, pop, german, electronic, ecuador"
"Ahmed Santa, Lil Baba",
Khalil?,"rap, hip hop, Hip-Hop, United States, post-nerdcore, meme, meme rap"
"Theuns Jordaan, Marta Gomez",
Science Noodles,"indie pop, dream pop, Hong Kong, indie, taiwanese, chinese indie, chinese, Hong Kong indie, sinogaze"
"MMC, Skye Hine, Malakhai Sadler",
Eliminate,"dubstep, Crust, d-beat, trap, drumstep, punk, Brostep, USA, electronic, hybrid trap"
Frank Fitts,"Garage Rock, punk rock, rock, Garage Punk, 70s, punk, indie, post-grunge, lithuanian, indie rock"
Selectie '92,
"El Cherry Scom, Shadow Blow, Leo RD",
Ducha Perucha,
Roberto Calero,
"Mansfield.TYA, Odezenne",
Anthony Laszlo,
"Claudio Coccoluto, The Heartists, Savino Martinez",
CCCP – Fedeli Alla Linea,"post-punk, italian, punk, new wave, punk rock, rock, alternative rock, cccp, Post punk, art punk"
Leonardo Zaccaria,
"Šmikis, Rikotumivibu, Aurėja BA",
B. Smyth,"rnb, motown, r&b, singer-songwriter, Singer/Songwriter, Gone too soon, florida, youtube"
Johnoy Danao,"Filipino, acoustic, pop, guitar, alternative, cover"
"Kindness, Robyn",
"PINQ, LOVV66",
Elizabeth Riordan,
"Spender, Zyrtck, Friman, Gvcci 4K",
Yungnsad,"emo pop, Greek, Emo Trap, emo rap, cloud rap"
Sarah Kinsley,"indie pop, my top songs, dream pop, singer-songwriter, pop, indie, female vocalists, United States, deezer, upcoming album 2024"
Titi DJ,"diva, indonesia, indonesian, amr, Indonesian Female Vocalists"
"Marty Guilfoyle, Donna",
Bell Biv DeVoe,"rnb, new jack swing, Hip-Hop, 90s, soul, hip hop, funk, new edition, USA, pop"
Remix 36,
"Monoman, Cash Flow, Xir",
The Runaways,"hard rock, female vocalists, rock, punk, glam rock, 70s, punk rock, proto-punk, american, classic rock"
"Mc Kaio, MC L da Vinte",
Marhule,"dno dien, dno punk"
"PBH & JACK, The Time Frequency, Tahira Jumah",
Danrell x Småland,
"Dirtcaps, Raphaella",
"Matt Kali, Oliver Ford",
Mateus Alves,"instrumental, brazil, sertanejo, mateus, Mateus Alves, 2011"
"Cyril Kamer, Da Saintt",
"April Snow, Ane Brun",
Carty,
"Blxst, Russ",
"Neo Pistea, Cazzu, Rei",
"FM, AlexG",
"Sverre Kjelsberg, Mattis Hætta","Eurovision, Norway, Eurovision Song Contest"
Dancehall Wolrd,
"Anderson Neiff, Troinha Tr",
"Ivo Linna, Robert Linna, Supernova",
Kicker Dibs,alemania
Müzik Sakinleri,
Falcons,"electronic, psychobilly, old-school psychobilly, japanese, r&b, rock, rockabilly, beats, Hip-Hop, bass"
DJ Dmonio,
"Liro Shaq, Bulin 47, Ceky Viciny",
Raspberries,"power pop, classic rock, 70s, rock, pop, american, pop rock, USA, hard rock, male vocalists"
Skinny Brown,"Hip-Hop, rap, Korean, south korean, Skinny Brown, Daytona Entertainment"
Nada Topcagic,All
"Claudio Coccoluto, Enzo Elia",
"EXILE SHOKICHI, CrazyBoy",
NNAVY,"soul, rnb, female vocalists, swiss, burundi"
Lewis OfMan,"french, electronic, france, indie, french touch, good, synth pop, funk_add_to_lidarr_batch_16, french house, art"
Jon Flemming Olsen,mandolin
"Superbrothers, Karik, Orange",
