artist,genre
Sony Parker,
Malcom Twain,
Twony,
Tanoa,
Rosska,
"Joey Bada$$, Pusha T",
"La Zowi, Albany, Pipo Beatz",
"NDG, Ayden Lau",
"Naod, Aden",
"NOTD, Nina Nesbitt",
"Sigurður Guðmundsson, Sigríður Thorlacius",
"Janine Teñoso, Arthur Nery",
"Tommy Cash, Quebonafide",
"AKA, Sho Madjozi, Flvme",
"Recycled J, Delaossa",
"Keişan, Redo",
"Heja, Maestro",
alyona alyona,"Ukrainian, rap, Hip-Hop, hip hop, trap, Ukraine, pop, ukrainian rap, fatcore, ukranian"
"Carla's Dreams, EMAA",
"Asu, Letty",
"Galin, Madjuna, Adam",
DJ Espinos,
"Majself, Jan Bendig, Refew",
"Mesita, C.R.O, Big Soto",
"LFERDA, Phobia Isaac",
Asiaboy 禁藥王 ＆ Lizi 栗子,"chinese, Hip-Hop, trap, chinese hip-hop"
"Gavin D, Maiyarap, 1MILL",
Coruja da VL,
"Alles Kids, Sinterklaasliedjes Alles Kids",
Ageeth De Haan,"dutch, jazz, neofolk, kids, singer songwriter"
"Telekids Musicalschool, Sinterklaasliedjes, Sinterklaasmuziek",
"Coole Piet, Luan Bellinga, De Club Van Sinterklaas",
"Alles Kids, Sinterklaasliedjes Alles Kids, Kinderliedjes Om Mee Te Zingen",
"KABOOGAZOO, Sintliedjes, Sinterklaasliedjes",
"Hver gang vi møtes, Marion Ravn",
DatKaa,
冰球樂團,"Acid-Jazz, C-pop, taiwanese, jazz, funk, indie pop, pop, cpop, pop rock, Disco"
"Jason Wang, 李玉璽",
"cakal, Reckol, Straed",
"SDM, PLK",
"AMEE, TDK",
КАКАЯ РАЗНИЦА,"alternative, rock, post-punk, Ukraine, Ukrainian"
"Gentleman, Jugglerz",
"Zwangere Guy, Winne, Yung Nnelg, sor",
Dj Nbeat,
Surgatuli,
"Surgatuli, Cok Widhi",
"Hassan Shakosh, عمر حفظى, سعد حريقة, Omar Kamal, مسلم",
Mert Ünal,
"MC Kekel, Mc Don Juan",
"K/DA, Wolftyla, Bekuh Boom, Aluna, League of Legends",
"K/DA, TWICE, Bekuh Boom, Annika Wells, League of Legends",
"Mike WiLL Made-It, Nicki Minaj, YoungBoy Never Broke Again",
"Victor La Voz, Jairo Vera, Adan La Amenaza, King Savagge, Bayron Fire",
"Irie Maffia, Follow The Flow",
"Plasticboy, Slaemi",
"Pablo Chill-E, Quilapayún, Inti Illimani Histórico",
Daniel Landa,"Czech, rock, neofolk, singer-songwriter, Patriot, Czech Republic, folk, czech rock, nationalist, alternative"
Mohamed Fouad,"arabic, egyptian, egypt, arabic pop, egyptian pop, Middle Eastern, World Music, Amr Diab, schiller, All"
"Emilia, Duki",
"Heavy-K, Natalia Mabaso",
Nadja Holm,"Idol Sverige, swedish female vocalists, europe 2020"
"marp$, kohver, Sip€lga 14",
"Camilo, Shawn Mendes",
Kenedi,
"Timebelle, Alejandro Reyes",
MBR,
The Key Rocks,
Kiol,"pop, folk, alternative, singer-songwriters, 10s, Italy, male vocalists, sofar sounds, italian male vocalists, under 2000 listeners"
Merlot Embargo,
Forrest Hill ,
"Naoui, Jimilian",
"Vera, Jada",
"ibbigang, gyuris",
"ibbigang, Baba Aziz",
"Ummet Ozcan, Faustix",
"Soolking, Fianso",
"DubVision, Pontifexx",
"Kube, Mäkki",
"Mansesteri, MC Mane, Sarkastinen, Vainis, Inde Morjesta",
"Médine, Pirate, Oxmo Puccino, Koba LaD, Larry, Rémy",
"Deen Burbigo, Alpha Wann",
"Médine, Hatik",
"Médine, Soso Maness",
"Perfe, Tenderlybae",
FAB FISCHER,
Jope Ruonansuu,"finnish, comedy, humour, huumori, finland, Suomi, pop, humor, jope ruonansuu, 1990s"
Miko Floso,
"Deno419, Manuellsen",
"Skoob102, 102 Boyz",
"Nu51, Luciano",
"EREN CAN, BARDHI",
Angie Flores,
good job nicky,greece eurovision 2022 shortlist
"Jonas Blue, LÉON",
Dantès,"italian pop, pop rock, All, italiano"
"Louis Armstrong, The Commanders","jazz, blues, swing, trumpet, oldies, vocal jazz, american, louis armstrong, dixieland, soul"
"The La Planta, La Kuppe, Una Más, Pushi",
Villi Neto,"iceland, icelandic"
"Nane, Solomon, nopartyboys",
Methla,
"Javed-Mohsin, Vibhor Parashar",
"Baani Sandhu, Gur Sidhu, Mankirt Aulakh",
"B Ray, Young H, Masew",
"黃偉晉, 婁峻碩",
"張紫寧(Winnie), A-Lin",
"高偉勛, Jia Jia",
"Noa Kirel, Nasrin Kadri, Amir Benayoun, Shlomi Shabat",
Forró do HF,brazil
"Khai Bahar, Aina Abdul",
"MHD, Tiakola",
Gambino La MG,"french, rap, drill, france, french drill, french rap"
"Above The Hood, Hawk, Sapranov, Smuggler, Baghdad, Spine, Pepe Frantik, Long3",
Oflow,
"El BAI, Malito Malozo, Tommy Boysen",
KRISTIN,"Norway, pop"
"HRflow, Misshmusic",
Code DNL,
"Ochman, @atutowy",
"Data Luv, reezy",
"Ian, Azteca, Amuly",
"13 Organisé, SAF, Jul, As, Elams, Fahar, Friz, Vincenzo, DRIME",
"S10, Zwangere Guy",
"13 Organisé, Le Rat Luciano, Soprano, Jul, L'Algérino, Sysa, Solda, Menzo, Stone Black, Fahar",
"Snelle, Thomas Acda",
"Idaly, Adje, RBDjan",
"Idaly, Ronnie Flex",
"Idaly, Kevin",
"Idaly, CHO",
"Snelle, Glen Faria",
"Bigidagoe, KA, Mula B, JoeyAK, Drechter, MocroManiac",
"Broederliefde, Ocs",
"Asiah, Selma Omari",
AVALON MUSIC,
"Daniel Schulz, Julie Bergan",
"Ka2, Coucheron",
"Staysman, Hagle",
"Vanya, Sasho Roman",
"OG Version, Soliaris",
"Gabrielė Vilkickytė, Domantas Starkauskas",
