artist,genre
Latin Fresh,"Reggaeton, Panama, spanish, rap, Hip-Hop, dance, tasha, mierda, eeeeeee, nazis"
Sekaranggi,
"Liga Independente das Escolas de Samba, Ernesto Teixeira",
"Sera Tokdemir, Mustafa Ceceli",
Helios,"ambient, electronic, downtempo, idm, electronica, post-rock, chillout, instrumental, experimental, atmospheric"
"Manu Guix, Judit Neddermann",
Delafe y las flores azules,"pop, indie, trip-hop, spanish, indie pop, alternative, trip-pop, electrónica, electronic, electronica"
Obscura,"Technical Death Metal, progressive death metal, death metal, Progressive metal, german, metal, Melodic Death Metal, technical progressive Death Metal, germany, Progressive"
"IAMTHEKIDYOUKNOWWHATIMEAN, Amanda Werne",
2 minutos,"punk rock, punk, argentina, Rock Argentino, spanish, argentinian, 2 minutos, rock, ska, hardcore"
Neon Band,
Herencia de Patrones,"Sierreno, Corridos tumbados, latin, USA, corrido, corridos, mexico, REGIONAL MEXICANO, corrido tumbado"
Jason Isbell,"Alt-country, americana, singer-songwriter, Southern Rock, country, love-sickness emergency-care-kitt, folk, post post, southern rawbilly, post grunge folk"
El Zeta,
"Ingela ""Pling"" Forsman/Mona Wessman/Peter Himmelstrand",
Amilli,"pop, Mellow, indie, rock, rnb, german, germany, bochum"
"Styl Mo, Hatemost",
Aminata Kamissoko,"mali, kora, african, africa, world, traditional, female vocalist"
Chuck Wonderland,
EMY ALUPEI,"rap, romania, Romanian Pop, trap, romanian trip"
Lowsan Melgar,
LATRO,
CityAlight,"australian, anthem worship, roots worship"
WENDY,"k-pop, pop, wendy, red velvet, Korean, Kpop, female vocalists, hörspiel, Ballad, bibi und tina"
Aloysius Pang,
Fedde Le Grand,"House, electronic, dance, club, electro, dutch, electro house, techno, Progressive House, electronica"
Adriana Proenza,"indie, alternative, spanish, lofi, spain, bedroom pop"
"Morad, Fakeguido",
Manuel González (Ex Rebujito),
DORA,"pop, female vocalists, indie, spain, Eurovision, electropop, rock, indie pop, alternative, dance"
Josefin Nilsson,"swedish, Sweden, Scandinavian Girls, pop, scandinavian, Pop-Rock, Eurovision"
Wannergren,
Teodora,"All, bulgarian, pop-folk, pop, female vocalists, chalga, beautiful, balkan, bulgaria, serbian"
"阿民, 鳥屎",
Maria Avos,
Dave Thomas Junior,"acoustic, rock, singer-songwriter, folk, british, english, folk rock, cute looking and talented singer, 2010s, folk pop"
"VARINZ, Z TRIP, Ponchet",
Cosmic Boy,"rap, Hip-Hop, Korean, khiphop, k-hiphop, Korean rap, khh, WYBH"
00.01,
เกียร์ ไนท์,
Kartel Montana,"latin pop, Reggaeton, Latin Urban"
"ROCOBERRY, DOYOUNG",
HA SUNG WOON,"rnb, k-pop, Korean, Ballad, pop, ost, hotshot, Ha Sungwoon, wanna one, Produce 101"
เดอะ เวิร์ม,
"Atıl, Ata Öztürk",
"Bertan Uçar, Anafor",
AK Parti,turkey
Oya & Bora,"90s, pop, turkish, nostalgic, duo, crazy couple"
Fulya Kızıltaş,
"Cato, Maho G",
Gio Pika,"electronic, rap, Russia"
"Geek, Taylor Jones",
"Nymano, Pandrezz",
Resit Kemal,
"Bandokay, Double Lz, SJ",
"Meekz, Mikabeats",
Be Charlotte,"indie, pop, Scottish, electronic, female vocalists, british"
Simple Creatures,"pop rock, rock, pop, pop punk, new wave, alternative, electropop, my top songs, synthpop, american"
Quin Nfn,"rap, Hip-Hop, texas, austin, trap, hip hop, american, United States"
Mack Brock,
"Fefi, Durant",
"Zanto, Duki",
"Martín Piña, Chacho Ramos",
"Bebe DJ, Chule Von Wernich",
Duong Hoang Yen,"vietnamese, Asian, Asian Pop, vpop, Vietnamese pop, 2010s pop, v-pop, asian female vocalists, best of 2017, 2017"
"Kay Trần, Koo, Homie Boiz",
"TaynguyenSound, Tùng TeA, PC, VoVanDuc",
"Tuimi, Gizmo",
"Thái Đinh, NamKun",
"Lil Wuyn, S.M.O., Khoa Wzzzy",
"Kay Trần, Lăng LD, Homie Boiz",
Trịnh Công Sơn,"vietnam, vietnamese, atmospheric, composer, world, singer-songwriter, psychedelic, v-pop, melancholic, composers"
Banda Original Columbia,"orchestra, argentina"
Nina Tapio,
Bu Bu Man,"eurodance, finland, 90s, dance, finnish, 90's, european"
"Hannibal, Hot Heros",
Syskofrenia,"finnish, finland, finnish indie, 2010s"
Hurtta,"Hip-Hop, finnish, Suomirap"
Artr974,
"D-Block & S-te-Fan, Sub Zero Project",
EZI,"pop, electronic, female vocalists, Disney, alternative, FUCKING AWESOME, female vocalist, Young, collection, United States"
"LawraMeschi, Monastère Amer",
Ahmad-Ali Rezâyi,
"Varun Likhate, Sampriti, Ritrisha",
Mayo Okamoto,"j-pop, japanese, japanese female vocal"
Purebeat,"minimal, tech-house, hungarian, hungary, budapest, magyar, Magyarorszag, Melbourne-house"
Liraz,"Israel, singer-songwriter, persian pop, israeli, pop, electronic, female vocalist, world, female vocalists, art pop"
"Joe Lovano, Marilyn Crispell, Carmen Castaldi",
Trap God,
Marini Nainggolan,
"Elian, Azia Riza",
"Andrea Bocelli, Dua Lipa",
TOBi,"All, Hip-Hop, underground hip-hop, american, jewish, new york hip-hop, rap, underground, Ukrainian, trap"
Ron Nesher,Israel
"Infected Mushroom, Tuna, A-WA",
ACE COLLECTION,"japanese, rock, modern rock, J-rock"
"Paige, Nikki Era",
Stefan en Sean,"youtube, comedy, dutch, netherlands, carnaval, amateur, youtubers"
"mommy, Philanthrope",
Skillet,"alternative rock, christian rock, rock, alternative, christian, hard rock, alternative metal, post-grunge, american, Skillet"
Raffey Cassidy,
De Fanfaar,"rock, nederlands, Belgium, 00s, belgian, brussels, male vocalists, nederpopprijs adieu urbanus jan de wilde glorie glorie zonder compasse tellevees adieu doodverveellied ce soir armand pien pias lc music margot liefde is, Vlaams"
Miky Wods,
Nuoret Vihaiset Miehet,"rock, punk, finland, finnish, finnish rock, Oi"
Marvin Jouno,"pop, french, francophone, Alternatif, chansondauteur"
"Faren & Løven, Tjelle",
"Malaya Macaraeg, Vincent Eco, Bobby Olvido, Lourdes Maglinte, Cattski Espina, Budoy Marabiles",
Zola Jesus,"Lo-Fi, psychedelic, ambient, noise, noise pop, experimental, female vocalists, electronic, darkwave, witch house"
"The Big Hash, Flame, A-Reece",
"Mono Mind, Kevin Lead/Sofa Tunes",
Ola Aurell,"humor, svenskt, liszaj radio, svart humor"
Koh Lantana,
AIYKO,
Radio Mars,
Big 3,"60s, country, american, folk, oldies"
"DJ Alex, De La Calle",
Lovasi András,"alternative, hungarian, alternative rock, folk, genius, singer-songwriter, indie, hungary, male vocalists, indie folk"
Fatih Aydın,
"Yemil, El Combo de Oro",
"Axel, Soledad",
Pecos,"pop, spain, Madrid, Espana"
"Kryder, HIIO",
Crooked Colours,"electronic, indie, australian, indietronica, australia, indie pop, again, chillwave, On the Radar, egofm"
Nesty,
Asiong De Luna,
"張赫, 白宇, 張彬彬, 崔航, 鄭業成",
The Gentle Waves,"indie pop, female vocalists, indie, twee, Scottish, pop, chamber pop, scotland, british, 90s"
PnD,"punk, latvian, punk rock, latvian punk, rock, latvia, underground hip-hop, Jazz Hop, Hip-Hop, pnd panku banda"
Liyana Jasmay,
Orlando lopez,"jazz, cuban, bass, latin, latin jazz, double bass, Afro-Cuban Jazz, cuba, instrumental, son cubano"
Michal Horák,"Czech, pop, singer-songwriter, Czech Republic, male vocalists"
"Basta, Дворецкая",
Santa Fe Klan,"Hip-Hop, rap, cumbia, latin, mexico, hip hop, Gangsta Rap, Latin Rap, barrio, mierda"
"TEEKS, Hollie Smith",
"Criss Conrad, Lenee",
2Trendy,"norwegian, Norway"
"Cimorelli, James Charles",
Billy Kenny,"british, deep house, tech house, electronic, Jackin house, United Kingdom, dance"
"Kapitán Demo, Vodník Ámen",
"Pyotr Ilyich Tchaikovsky, Russian National Orchestra, Mikhail Pletnev",romantic period
Vincent Brahn,ambient
Maschine,"Progressive rock, Progressive metal, idm, prog rock, beats, bass, Drum and bass, synthesiser, analogue, 10s"
"El Roockie, CALIEL",
allen&elle,
Ingrid Michaelson,"female vocalists, singer-songwriter, indie, acoustic, indie pop, pop, folk, american, female vocalist, alternative"
Ahmed Al Iraqi,
León,"pop, indie, screamo, emo, real screamo, Greek, folk rock, SKRAM, ex-kaospilot, skramz"
NMB48,"j-pop, idol, japanese, female vocalists, akb48, 48 family, JPop, Girl Groups, nmb48, Asian"
T1ONE,"rap, Hip-Hop, russian rap, russian, Russia, hip hop, electronic, General hip-hop, dirty, General Rap"
"313, NAILA",
Arlo Parks,"soul, rnb, pop, Neo-Soul, indie, female vocalists, british, british soul, indie pop, hip hop"
David Archuleta,"pop, American Idol, male vocalists, David Archuleta, cute, american, rnb, pop rock, hot, great voice"
Helix Jr,"hip hop, rap"
"María León, Mariachi Vargas De Tecalitlan",
"Finest Sno, Young Kenna",
Damian Ray,"hardstyle, euphoric hardstyle"
Spargo,"Disco, 80s, pop, dutch, Home collection, the netherlands, 70s, nederlands, funk, female vocalists"
"Julia van Helvoirt, Frans Duijts",
Amila,"synthpop, indie, pop, New Zealand, Kiwi, nz, Bosnian, Yugoslavia"
Quan,"australian, rap, new york, Hip-Hop, Melodic Rap, Queensbridge, virginia, regurgitator, newport news"
Caroline Ulleberg,
Rashid Ali,"party music, Hindi, bollywood, desi, A R Rahman, Rashid Ali, Indian, shri ram, india, ustad"
"Shan Vincent De Paul, Navz-47",
初恋のテサキ,
"Rau Performance, ŻYTO",
Stas Exstas,"techno, russian, Hardbass"
"Peja, Slums Attack, DVJ Rink",
Nocny Supersam,
Zamilska,"techno, electronic, Industrial Techno, experimental, polish, noise, minimal techno, do techno sie kurde nie siedzi, industrial, dubstep"
"Kenya Racaile, Lefty Ruggiero",
"Sparks Bantwana, Dj Sox",
Phonte,"Hip-Hop, rap, underground hip-hop, hip hop, North Carolina, Neo-Soul, underground rap, american, Justus League, Little Brother"
Frölunda,
Limi,"pop, hip hop, taiwan, taiwanese, Hip-Hop, psytrance, psychedelic, electronic, electropop, indie"
"Luther Wong, Yung Kai",
"林隆璇, Sam Lee",
"Suriya, Hurrikanez",
PENGUIN VILLA,"indie, pop, thai, Smallroom"
"GENA DESOUZA, Max Jenmana",
"MYKO, Aerro",
Matmazel,"rock, indie, alternative, pop, turkish, poprock, Brit, alternativerock, TurkishRock"
"Boj, Skepta, Teezee",
Drillminister,UK Drill
Lila Drew,"indie pop, electronic, rnb, indie, uk bass, british, alternative rnb, future bass"
The Jesus and Mary Chain,"shoegaze, post-punk, alternative, indie, rock, noise pop, alternative rock, Scottish, noise rock, 80s"
"Rasta, DJ Link",
Aftershock,"metalcore, hardcore, metallic hardcore, 90s, Garage House, legend, hardstyle, Need to Rate, 90s metalcore, melodic metalcore"
"JOEY DJIA, Keys Open Doors",
Erik Lindo,
"Ronald Borjas, Gilberto Santa Rosa",
Son de Ríos,
Conscious & The Goodness,"opm jazz, Filipino"
Adham Seliman,egypt
Sandra Nurmsalu,"estonian, pop, estonia, female vocalists, Eesti, Eurovision, eesti laul, Urban Symphony, eurovision 2009, beautiful"
Phan Duy Anh,"vpop, vietnamese, v-pop"
Bomfunk MC's,"electronic, breakbeat, Hip-Hop, dance, finnish, techno, electro, 90s, hip hop, rap"
"Nexeri, Dj Antonio",
Auba Estela,
Pontus Pettersson,
"謝春花, 王碧浪",
"Monika Bagarova, Markéta Konvičková",
Yolanda Be Cool,"House, electronic, dance, afro-house, electronica, australian, electro, club, australia, spotify"
"Sonny Fodera, Sinead Harnett",
Shanks & Bigfoot,"UK Garage, 2step, british, dance, 2-step, electronic, garage, soul, rnb, UK"
"Ryan Trey, Bryson Tiller",
Sean Stemaly,country
FENIX,"jumpstyle, rap, Hip-Hop, podziemie, hardstyle, hard rock, pop, Taiwan POP, C-pop, heavy metal"
Brock Ansiolitiko,
"Nach, Trondosh",
"Flans, Mc Kevin, MISIA",
migloko,"lithuanian, soul, experimental, nu-jazz, electronica, nu jazz, electronic, pop, funk, indie pop"
"Gabo Viera, Pacho El Antifeka",
Cubita,"Portugal, portuguese, angola, angolan, fdc 2022 composers"
Paradisio,"eurodance, dance, 90s, electronic, spanish, female vocalists, belgian, pop, synth-pop, euro house"
Dany Martin,"freakbeat, belgian"
"Oh My My, Sam Phay",
Gibrillah,
"Groove Delight, Samantha Machado",groove delight
Tor-Ludvig,
Nordex,brazil
"Annie Lux, JaMichael, WEI, Question",
Majo Elli,
"Edzio, Filipek",
"Barloe Team, Sticky Fingers",
"BKE, Salman Tin",
"Koukr, Dorian, Treelas",
Deha Bilimlier,
"Chocolate Puma, Firebeatz","House, Jackin house, electronic, sexy, dance, electronica, techno, idm, netherlands, electro"
Entre,
Jotta A,"pop, gospel, lgbt, Jovens Talentos, diva, latin, teen, transsexual, trans, 2020s"
Sensi Sye,"trap, electronic, lounge, Hip-Hop, bass, future beats, Lo-Fi Beat"
The Subtitle Project,
"Bino Rideaux, Nipsey Hussle",
RinO,"female vocalists, j-pop, anime, japanese, JPop, rock, Asian, a-pop, rino, doujin ongaku"
Skandi KId,
Rehupiikles,"finnish, rock, humor, comedy, finland, folk, pop, humour, All, male vocalists"
"Del B, DaVido, Mr Eazi",
"Ngoc Han, Khuu Huy Vu",
"Audien, ARTY",
"Cumbia Narco, La Banda De Lechuga",
Lea Santee,"pop, indie, electronic, switzerland, swiss, female vocalists"
"Astol, Daniel Cosmic",
平川美香,"female vocalists, j-pop, Okinawa, ryukyu"
"Brooze, Senior.034",
"Airinna Namara, RKY",
"Kaskade, Madge",
Ronald Reggae,"comedy, reggae"
Crissy Criss,"dubstep, Drum and bass, dnb, electronic, liquid funk, Drum n Bass, experimental, electronica, drumstep, psychedelic"
Milja Kaunisto,
"Frigg, Timo Rautiainen",
"Danyl, Daba",
ikigai (Pooja B),"jungle, ambient, breakbeat, experimental electronic, fast techno, dub techno"
"Decco, Alex Clare",
ROBPM,"techno, House, trance, electronic, hard house, Italy, acid techno, EDM, Milan, italia"
Tamáska Gabi,"hungarian, hungary"
Nicola Roberts,"pop, british, female vocalists, electropop, electronic, dance, girls aloud, singer-songwriter, britpop, alternative"
Ariel Israelov,
"Aerreo, NEIMY, NSH",
Dombresky,"House, french, france, electronic, tech house, deep house, Garage House, funk_add_to_lidarr_batch_8, bass house"
Aparāts,"latvian, ska, rock, jazz, alternative, alternative rock, latvia, latvian rock"
Jadi Espinoza,
"HHP, Mo'Lemi",
"Sensu, Otis Junior",
Kay Trần,"pop, male vocalist, v-pop, vietnamese"
Maria Arnal i Marcel Bagés,"electronic, spanish, art pop, catala, glitch pop, indie, electro-pop, Alternative Flamenco, flamenco pop, flamenco fusion"
Nasty Cherry,"pop, rock, alternative, female vocalists, american, indie pop, indie, shoegaze, electronic, electropop"
Casey Barnes,"australia, country, idol, singer-songwriter, born in tasmania, australian idol"
Aurélie,"eurovision 2019 wishlist, belgian female vocalists, eurovision 2020 wishlist, eurovision 2021 wishlist, flemish female vocalists"
"Elad Levi, Lihi Benin",
Paula Valstein,"kgrl, female vocalists"
g y l s,
高遠丞(CV:佐藤拓也),"a3, j-pop, Soundtrack, anime, video game"
"李爾新, Ty., EN-G, 邓典果DDG, 艾文同學",
Dísella,"iceland, Eurovision"
"J.P. Bimeni, The Black Belts",
NOZOMI PIENA:TA,
YuNi,"vtuber, japanese, pop, j-pop, vocaloid, rnb, electronic, JPop, female vocalists, Asian"
"DJ Fresh, Miza, Antonio Lyons",
Jorge Rubiano,
"Hybrid Minds, Koven",
Jen Brook,"ambient, piano, Background"
"圈9, 嗨的國樂團, 千指大人",
"Shaki, Duman",
Agnes Obel,"folk, singer-songwriter, female vocalists, danish, indie, piano, alternative, indie folk, denmark, indie pop"
Kiddo Toto,"argentina, trap, nepotism baby, Chetito, come moco, nepo baby"
"DIEGA, Santiago Saez",
"Dead Rabbit, Bausa",
"T78, ROBPM",
Alicia Alves,baile funk
Thiago Farra,
"Martin Creep, Ježíšek, Mrazík, Poyd, Mína",
"Lindemann, Haftbefehl",
Couteau Voyou,
LeoKarlo,
"Bon Entendeur, Mouloudji",
"Luv Resval, Alkpote",
"J.A.M., Émile Roy",
"BenjiTV, SHADEZ",
"Emma Sameth, WOLFE",
Fleurie,"singer-songwriter, indie, pop, folk, female vocalists, american, alternative, upcoming album 2023, indie pop, great discovery"
The Singing Pilot,
DHX Crew,
Gaussian Blue,
"Kutiman, Shai Tsabari",
Electric Zoo,"classic rock, rock, Psychedelic Rock, blues, hard rock, blues rock, funk, fuzz, blue, israeli"
黒崎真音,"j-pop, japanese, female vocalists, anime, J-rock, pop, JPop, Soundtrack, japan, alternative rock"
ポセイドン・石川,"jazz, japanese jazz"
Kick a Show,
Yuki Tsujimura,"japanese, pop, electronic"
Qyoto,japanese
postman,"Hip-Hop, dutch, Need to Rate, reggae, rap, punk, indie, indie pop, hip hop, indie rock"
yanaginagi,"j-pop, J-rock, pop, japanese, electronic, techno, japan, anime, female vocalists, pop rock"
Devin Morrison,"nu soul, rnb, USA, soul, DreamSoul, dream soul, american, modern soul, funk_add_to_lidarr_batch_7, vaporsoul"
the paddles,
Encuentro En El Estudio,
"Delete, Tha Watcher",
Tina T.,"black metal, viking metal, folk metal, norwegian, nsbm, Norwegian Black Metal"
Evinze,
Kate Gulbrandsen,"Norway, norwegian, Eurovision, Eurovision Song Contest, Norge, melodi grand prix 2023, ESC, melodi grand prix 2023 songwriters"
Rebel Youth,"trance, happy hardcore, hardcore, indonesia, Hard Trance, electronic, techno, hardcore punk, indonesian, Rave"
"Charlie André, Carlos Vilchez",
Git,"rock, Rock Argentino, pop, 80s, git, argentina, classic rock, funk, alternative rock, new wave"
La Única Tropical,"peruvian, Peru"
JaMill,"All, mpb, jammil e uma noites"
MNL48,"P-pop, pop, OPM, philippines, ppop, j-pop, JPop, rotation, manila, heavy rotation"
Written By The Stars,emo
"2's Day, Dio Mudara",
"Luvee, Belks",
"900 Miles, The Kooks",
Mido Belahbib,
Sianne,
Ezgi Erdoğan,
Latto,"rap, Hip-Hop, trap, atlanta, Southern Hip Hop, Trap Queen, female vocalist, american, hip hop, female rap"
Cuurley,
"Unga Scener, Robin LK, EQRAY, ADAAM, MPL",
Dynamic Hepnotics,"sydney, 80s, Blue-Eyed Soul"
"Bethel Music, Kristene Di Marco",
DJ Fresh (SA),
LOS NIKIS,"punk, movida, 80s, punk rock, rock, pop, punk pop, spanish, new wave, Surf"
Bon Calso,"spain, rap, pop rap, trap, fast food music"
"ASHA, Bruno Valverde",
"Thomas Hoffman, Jörgen Elofsson",
Outback,"didgeridoo, world, australian, trance, World Music, didgeridoomusik, didgeridoomusic, didgeridoo music, didgeridoo musik, yedaki"
河仁傑,
Daphne & Celeste,"pop, female vocalists, american, quirky, teen pop, USA, 90s, bubblegum, Girl Groups, friendship"
Los Chunguitos,"rumba, rumba gitana, spanish, Flamenco, calorro, gipsy, folk, gitanocore, gasolinera, symphonic black death metal"
Wang Feng,"chinese, rock"
"GRiZ, Tash Neal",
"Limak Filarmoni Orkestrası, Murat Karahan, Rengim Gökmen",
Delaredo,
"LUUV., Shiloh Dynasty",
Aysedeniz Gokcin,"contemporary classical, Pink Floyd, piano, Classical, pianist, turkish, NEw-PROG"
Los Wálters,"electronic, indie pop, new wave, chill out, indiepop, puerto rico, latinoamerica, cuatro puertorriqueno"
"SMO, Lil Wuyn, Khoa Wzzzy, NVM",
Quang Lập,
"Andreana Čekić, Emir Đulović",
Ahenk,klasik turk muzigi
Nguyen Khang,
"Roostz, Far Places",
"Luiza Caspary, Jair Oliveira",
Jaiman,
Nicolas Haelg,swiss
Beth Carvalho,"samba, mpb, brasil, brazilian, brazil, female vocalists, beth carvalho, Bossa Nova, Pagode, brazilian music"
Kika Nieto,
Daniel Jaller,
"Churaq Clique, Naume, SKiNNY BARBER",
The Black & White Brothers,"elektro-house, House, elektro-house-electro-tech"
Satinder Sartaaj,"Punjabi, desi, soul, sufi, punjab, india, Bhangra, Desi Artist, Punjabi Sufi, punjabi bhangra"
Agnee,"indian rock, jazz-rock, Desi Rock, rock, hard rock, folk rock, carnatic, All, Indian, folk-rock"
Swanand Kirkire,"All, india, ff"
"Toshiki Kondo, Monkey Majik",
はなわ,"J-rock, japanese, punk rock, j-pop, comic singer, pop rock, pop punk"
"Ivi Adamou, Stavento",
Sercan Budak,
"Halko, Mezar Turizm",
Rezo Mesah,
GRECHANIK,
Kefren,"hard rock, heavy metal, rock, Rock Argentino"
Amfetamin Anton,
MCBOX,
"Turbotito, Phillipi & Rodrigo",
Dimartino,"italian, indie, indie pop, palermo, indie rock, singer-songwriter, indie folk, Italy, no, italia"
Traumen,"black metal, german"
Isaiah Rashad,"Hip-Hop, rap, underground hip-hop, hip hop, underground rap, american, tde, southern hip-hop, isaiah rashad, jazz rap"
"Tyler & Ryan, Jannine Weigel",
JaySounds,australia
Coone,"hardstyle, jumpstyle, Belgium, hardcore, belgian, electronic, techno, jump, hardcore techno, melodic harstyle"
cast 40-45,
余香凝,
Jaani,india
"Marin Hoxha, Chris Linton",
"Ron Nesher, Chen Cohen",
EL BARRIO,"Flamenco, rock andaluz, Flamenco rock, spain, flamenco fusion, rumba, dios del neo flamenco, el barrio, latin, spanish"
Andreas Balicki,"House, germany, deep house"
Bulova Family,
