artist,genre
Grupo Sombras,"latin, cumbia, Cumbia villera, spanish, argentina, latin pop, daniel agostini"
El Villano,"argentina, cumbia argentina, cumbia pop, Cumbia villera, Cumbia turra, cumbia cheta"
"J Balvin, Daddy Yankee",
"Alkilados, Nicky Jam, J Alvarez, El Roockie",
Tambó Tambó,"argentina, cumbia"
La Beriso,"Argentine Rock, argentina, avellaneda, una poronga, Una poronga m, argentine hard rock, crotofroto"
El Reja,uruguay
"Justin Quiles, Yandel, Gadiel",
Los Charros,"cumbia, tropical, Cumbias"
Maxi Trusso,"electronic, electropop, argentina, electronic rock, dance-pop, electro house, male vocalists, washed up, old, new rave"
"Feid, J Balvin",
"Agapornis, Come & C",
Corta La Bocha,
"De La Ghetto, Mambo Kingz, DJ Luian",
Soda Stereo,"Rock Argentino, rock, Rock en Espanol, argentina, 80s, new wave, alternative rock, rock en español, shoegaze, soda stereo"
RC BAND,cumbia
"Alejandro Sanz, Marc Anthony",
"Pitbull, Ne-Yo",
Charly Black,"dancehall, reggae, jamaica, spotify, Dancehall-, american, All, wata vybz radio, knocklife ent, Charly black"
"Jonas Blue, JP Cooper",
Lali,"argentina, pop, dance, latin, spanish, argentine, latin pop, lali, industrial dance, A bailar"
Jambao,"All, argentina, cumbia, argentinian, Cumbia villera"
Juan Magán,"latin pop, latin, electro latino, pop, dance, electronic, House, dj, spanish, spain"
Benjamín Amadeo,"pop, latin, argentina"
Maroon 5,"pop rock, rock, pop, alternative, alternative rock, american, male vocalists, maroon 5, funk, indie"
"ZAYN, Taylor Swift","garbage, hino, epic, pop, fav, hypnosis, hypno, erotic hypnosis, ns pop, femboy"
James Arthur,"pop, british, indie, acoustic, X factor, male vocalists, alternative, singer-songwriter, english, rock"
"NEIKED, Dyo",
Peking Duk,"indie, House, dance, electronic, australia, australian, funk, electronica, pop, Hip-Hop"
"Rae Sremmurd, Gucci Mane",
Andy Grammer,"pop, singer-songwriter, acoustic, Mellow, american, los angeles, All, male vocalists, genre: singer-songwriter, male vocalist"
Mura Masa,"electronic, future bass, lovestep, chill trap, trap, downtempo, british, electronica, instrumental, indie pop"
Zara Larsson,"pop, swedish, female vocalists, indie, Sweden, soul, my top songs, indie pop, electronic, dance"
Alessia Cara,"pop, soul, rnb, Canadian, female vocalists, singer-songwriter, indie pop, canada, alessia cara, my top songs"
Drake,"Hip-Hop, rap, rnb, hip hop, Canadian, Drake, pop, r&b, canada, young money"
"FRENSHIP, Emily Warren",
"The Chainsmokers, Phoebe Ryan",
"Hailee Steinfeld, Grey, Zedd",
"The Vamps, Matoma",
"Jonas Blue, RAYE",
Flume,"electronic, chillout, wonky, australian, instrumental hip-hop, downtempo, future bass, hip hop, glitch pop, trap"
Illy,"australian, Hip-Hop, hip hop, Aussie Hip-Hop, mpb, Aussie, underground hip-hop, brazil, Aussie hip hop, Bahia"
Milky Chance,"indie, indie rock, reggae, german, singer-songwriter, blues, pop, electronic, folk, indie folk"
Sage The Gemini,"Hip-Hop, rap, hip hop, american, Bay Area, California, my top songs, male vocalists, USA, West Coast Rap"
"Robin Schulz, David Guetta, Cheat Codes",
Mike Perry,"swedish, electronic, tropical house, dance, electronica, House, Sweden, eletronic, club, Progressive"
"The Chainsmokers, XYLØ",
Cashmere Cat,"electronic, chillwave, trap, Hip-Hop, wonky, norwegian, All, future bass, instrumental hip-hop, Norway"
"Galantis, Hook N Sling",
"Flume, kai",
PNAU,"electronic, australian, dance, electro, electronica, House, synthpop, indie, new rave, electropop"
