artist,genre
Tifosis del Rey,
80s Super Hits,
"遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹",
Terminal Tango,electrotango
DJuliaan,
Bungee,"rap, polish"
Penelope Scott,"singer-songwriter, female vocalist, USA, american, chiptune, Lo-Fi, britpop, songwriter, female vocalists, 8-bit"
David de Gregorio,
La Fundamental,argentina
Roberto Murolo,"italian, napoletana, neapolitan music, folk, Musica napoletana, italian folk, napoli, Roberto Murolo, Italy, neapolitan"
"Peppe Servillo, Javier Girotto, Natalio Mangalavite",
Stadio,"italian, rock, pop, italiana, 80s, pop rock, italian rock, synth rock, leggera, Italia FM"
"Angie Velasco, Nico Valdi",
Hey Santana,
"MC Virgins, Yun Head",
The Business,"Oi, punk, street punk, punk rock, british, Skinhead, streetpunk, england, london, UK"
Expulsados,"punk rock, punk, argentina, rock, spanish, bubblegum, argentinian, Rock Argentino, rock nacional, punk argentino"
Frances Forever,"indie pop, pop, singer-songwriter, indie, USA, indie rock, Lo-Fi, boston, my top songs, american"
Mohamed Chaker,
Kreepa,"Hip-Hop, rap, hip hop, noise, experimental, improvisation, british, United Kingdom"
BALLY BOY,"australian hip hop, sydney, Aussie hip hop, aussie rap, australian rap"
Natasha Mosley,"electronica, rnb, r&b"
Budjerah,"soul, australian, singer-songwriter, indie pop, rnb, australia, acoustic, male vocalists, Neo-Soul, Neo Soul"
Leah Kate,"pop, dance, my top songs, pop rock, USA, collection, deezer, rock, punk, us"
Jomarijan,"hardstyle, australian, Hard Dance, EDM"
Yung Spinach Cumshot,"rap, comedy, ironic, danish, trap, meme"
"DankTiks, Eduardo Luzquiños",
Samira 151,
Marcel,"country, downtempo, lounge, electronic, atmospheric, ambient, trip-hop, Lo-Fi, german, chillout"
Vierre Cloud,"rap, hip hop, electronic, Hip-Hop, sydney, australia, breakcore, drill, cute metal, australian"
LS Molotow,
Fin Argus,"pop, indie, Soundtrack, indie pop, Disney, male vocalists, film, movie, clouds, country"
Midas the Jagaban,"rap, afrobeats, hip hop, female vocalist, england, UK, Hip-Hop"
"Babakam, Michou, Inoxtag, Kodor",
"Chandler Kinney, Pearce Joza, Baby Ariel",
"The Subs, Ogenn",
Plustwo,"italo-disco, electropop, electronic, 80s, dance, italian, Disco, Italo Disco"
Guizzi,
The Vogues,"60s, oldies, pop, classic rock, rock, vogues, easy listening, american, soft rock, All"
Pink Chanel Dior,
Gotti Maras,
Gus,"hardcore punk, rock, emo, indie, not listened to yet, in recommendation of Rpu4, Southern Rock, hardcore, indie rock, Canadian"
Bruno LC,
"Bebe DJ, Facu Franco DJ",
Paycheck,
Kim Sola,"english version, Forro, piseiro, pisadinha"
Abbot,"rap, trap, alt rock, rock, doom metal, hip hop, Hip-Hop, brazilian, Southern metal, brazil"
MC Lorenzo,
"MC RENANZINHO SM, Noguera DJ, DJ Léo da 17",
"Sarah Netto, Niel Nascimento",
"Banda Sentimentos, Mc Tocha",
"Elenko Week, Djonga, MC Hariel, Mc IG, Mc Don Juan, Kawe, MC Preto Pet, Mariah Denaro, OGBEATZZ, WillsBife, WEY",
Leo e Matheus,
Emiliano,
"Gocata Kangal, FYRE",
Liyana,"bulgaria, pop-folk, balkan pop"
"SHAMI, Rauf & Faik",
Nate Smith,"jazz, country, drums, american, america, contemporary jazz, r'n'b, noe soul, adventure time, funk_add_to_lidarr_batch_19"
KillBunk,"rap, hip hop, trap, emo rap"
03 Greedo,"rap, hip hop, Hip-Hop, west coast, trap, los angeles, California, USA, west coast hip hop, watts"
Kidd G,"american, country, modern country, country rap, modern country pop"
PawPaw Rod,"rap, soul, Hip-Hop, hip hop, USA, american, United States, oklahoma, male vocalist, a party on another planet"
Francesca La voz Del Futuro,
"Zuzurro, Jamby El Favo, Jan Paul",
Remi Wolf,"indie pop, pop, soul, Neo-Soul, indie, funk, USA, synth funk, alt-pop, dance-pop"
Eduardo Galeano,"revolucion, poemas"
"Dejota2021, Yera",
Kristian Camilo,
"GIMARIO, Faster",
Ganoza B,
"Kali Uchis, Jhay Cortez",
Lil ASH,
Andrés Badler,
"Yung Meszan, Steve Sniff, Stay12",
"Forest Blunt, Robin Zoot, Vercetti CG",
"Karin Ann, Ben Cristovao",
Perly I Lotry,"szanty, folk, polish, sea shanties, a cappella, niegrywalne, liszaj radio, vocal, Perly i lotry, poland"
"Rebecca Lou, Kamma, GRETA, girlcrush, Brimheim",
Mick C,Sweden
"Christian Balvig, When Saints Go Machine",
almost monday,"indie pop, alternative, modern indie pop, indie, alternative pop, pop, indie rock, brazil, USA, pop rock"
Mina Okabe,"dream pop, indie pop, danish, japanese, scandinavian, singer-songwriter, pop, UK, british, denmark"
Kirsten Siggaard,"pop, female vocalist, danish, scandinavian, nordic, dansk, female vocalists, Melodi Grand Prix"
Chapa La Voz Del Patio,
Gustavo Elis,"Reggaeton, venezuela, venezuelan, Born in caracas"
"Matias Juarez, Trapzongo",
"رمضان البرنس, احمد عامر, تامر النزهى, مصطفى باسط",
Rosie Darling,"indie pop, indie, yandex music, pop, female vocalists, piano, indie folk, spotify, folk pop, 4"
VOL,"indie, rock, christian, Alt-country, americana, alternative, folk, alternative rock, acoustic, singer-songwriter"
Irene-Louise Van Wyk,"south africa, afrikaans, south african"
"SUMIN, Zion.T",
"Evgenya Redko, Wite Katt",
Gitte Hænning,"danish, dansk, woman, Love, denmark, Schlager, scandinavian, not streamable, Eurovision, Eurovision Song Contest"
Hoda Bondok,egypt
"kiro Fekry, Totti Elsa3ka",
"Totti Elsa3ka, Eslam Yossif",
Aniceto Molina Y Sus Sabaneros,Colombia
FEGA,latin
KiROT,"estonia, crust punk, hardcore punk, d-beat, to-do, estonian"
Slushii,"hybrid trap, Brostep, electronic, dubstep, EDM, trap, electro house, american, future bass, melodic dubstep"
John Summit,"House, techno, tech house, electronic, chicago, fuck this pussy, Frat, john summit, funk_add_to_lidarr_batch_13, eiffel tower"
"Lowky, Dagni",
Thatbastian,
A Firm Handshake,"male vocalists, female vocalists, indie, country, indie pop, Soundtrack, pop, movie, Disney, film"
"Casey Edwards, Victor Borba",
Mika Koskimies,
Antti Holma,"finnish, comedy, humor, parody, humour"
Mikko Ilmari,
Hobiitti,
Shereign,"alternative metal, finland, metal, finnish, female vocalists, suomi metalli, melodic metal, spotify, upcoming album 2023, alterantive rock"
"Sub Zero Project, MC Stretch",
Landspeed,"undergraund rap, underground hip-hop, udergraund rap rap, undergraund hip-hop"
Moondai,
"Noam, Shirel",
November Ultra,"french, pop, singer-songwriter, indietronica, indie pop, france, synthpop, female guitarists, in english, female vocalists"
Mini Ladrao,
Valentina,"eurobeat, indie, indie pop, pop, alternative rock, female vocalists, indie rock, All, drag queen, france"
"Misu Na Misu, Yaskaa D Yaskii, Djemso",
"Bryan Mg, Diztortion, Yssi SB, Qlas & Blacka",
"Outsiders, Django Wagner, Poke",
"Wilkinson, Amber Van Day",
Monaldin,"pop, electronic, producer, kazakh"
La voix,"drag queen, electronic, Drag Race, dance, Musical theatre, UK, english, camp, drag queens, british"
Preluders,"pop, german, Girl Groups, female vocalists, popstars, deutsch, dance, Preluders, girls, Dorty Dancintg"
Overground,"german, pop, deutsch, boybands, male vocalists, overground, jazz, boyband, Eurovision, alternative"
Nu Pagadi,"german, rock, pop, symphonic metal, metal, pop rock, deutsch, alternative, Gothic Metal, swwg"
Akros,"psytrance, darkpsy, german"
Ina Müller,"deutsch, german, female vocalists, pop, plattdeutsch, lomoli, hamburg, Ina Mueller, singer-songwriter, moderatorin"
"ATC Nico, Mad Clip, Constantine The G",
"Alexis Prevenas, Mixalis Veos",
"Ioulia Kallimani, Stamatis Gonidis",
"116, Lecrae, Funky",
Dennis Arana,Passion of Discovery
"Serhat Durmus, Zerrin",
王琪,
溫蒂漫步,"alternative, taiwan, taiwanese"
"Byejack, Trickie Bonnie",
AJ,"Korean, k-pop, rnb, Hip-Hop, Kpop, b2st, male vocalists, aj, Asian, solo"
艾粒,
宝鐘マリン,"vtuber, japanese, denpa, j-pop, japan, 2L, pirate, Houshou Marine, hololive"
"KKevin, GINOKA",
"KKevin, G.w.M.",
"anevemandras, Fluor",
Korál,"hard rock, Progressive rock, rock, hungary, magyar rock, magyar, hungarian rock, magyar prog"
"Ya Ou, PRIBELSZKI",
Íslensku dívurnar,"orchestral, icelandic"
"Helgi Björnsson, Salka Sól, Helgi Björns og Reiðmenn vindanna",
Radical Face,"indie, indie pop, singer-songwriter, electronic, indietronica, folk, american, indie folk, experimental, indie rock"
Thelma Houston,"Disco, soul, 70s, female vocalists, dance, motown, rnb, american, pop, female vocalist"
Cults,"indie pop, Lo-Fi, experimental, noise, indie, psychadelic, dream pop, american, pop, psychedelic"
C. Ramchandra,"Indian, Hindi, bollywood, male vocalists, marathi, filmi"
Starla Edney,"italian, pop, Italy, guam"
Neeraj Arya's Kabir Cafe,"Indian, Hindi, kabir, india"
"Harshvardhan Singh, Karthik Rao",
"Yunomi, Tsukasa Yuzaki",
"Karthik Rao, Shilpa Surroch",
"Nariman, Kamyr",
Capone,"Drum and bass, rap, Hip-Hop, hip hop, jungle, Drum n Bass, Queensbridge, Chicano Rap, east coast rap, electronic"
Sevou,
LilyPichu,"Classical, piano, Lo-Fi, american, comfy, Nig"
"Sushant (Rinkoo), Jyotica Tangri",
Randolph,"deep house, soul, jazz, funk, sidemen, hip hop, sexy, rap, r&b, UK"
Salman Elahi,"singer songwriter, indie, india"
"Chandana Dixit, Abhijeet",
MaWayy,"EDM, tropical house, american-iranian"
"deca joins, 陳嫺靜",
"Oscar Blesson, Jonas Benyoub",
Maulana Wijaya,
"SeungHee, Jiho, BINNIE",
Taxi,"rock, Romanian, lounge, spanish, punk rock, gibraltar, nu jazz, chillout, portuguese, pop rock"
"Nissa Sabyan, Nissa, Fitriana",
Aldo Bz,
The Rattling Kind,"ireland, irish"
Welshy,"House, electronic, EDM, dance, deep house, uk house"
Santa,"heavy metal, Female fronted metal, hard rock, french, spanish heavy metal, metal, spanish, female vocalists, rock, france"
"A92, A9Dbo Fundz, A9Nikz, A9Ksav",
"Sus, t.scam, Pacman Tv",
Felix Hertzog,
"Noam Banai, Ehud Banai",
Jbrisko,
"Tony Brundo, Nico Bruno",
Poet,"rap, psychedelic, Hip-Hop"
Thunder Mtfkka,
"Ras & Calle, Tiasnow",
ESSEHO,"Italy, italian"
Broken kangaroo,
Felixsa Jochen,
HAND DRIP,
tomo,"folk, idm, j-pop, indie, minimal, techno, JPop, indie folk, neofolk, tekno"
真島ゆろ,
LMYK,"j-pop, japanese"
おさるのうた,
スヤリス姫 (CV.水瀬いのり),
Mori Calliope,"hololive, rap, j-pop, Hip-Hop, hip hop, japanese, electropop, J-rock, vtuber, J-Metal"
femme fatale,"noise rock, hard rock, hair metal, post-punk, hardcore, Glam Metal, visual kei, post-hardcore, japanese, electronic"
ŹOOĻ,"idol, pop rap, idolish7"
Ryuki,
SEVENTHLINKS,vflower
KALMA,"black metal, rock, j-pop, japanese, indie rock, alternative, JPop, jrock, pop rock, J-rock"
虹ヶ咲学園スクールアイドル同好会,"j-pop, japanese, pop, love live, JPop, anime, Soundtrack, idol, female vocalists, game"
上田麗奈,"JPop, japanese, female vocalists, j-pop, seiyuu, Asian, asian music, voice actress, Asian Pop"
IGWI,
DEEP SQUAD,"japanese, j-pop, idol, JPop, japanese group"
Citi Zēni,"eurovision 2022, pop, Eurovision, Eurovision Song Contest, ESC, ESC 2022, latvia, Eurovision Song Contest 2022, hip hop, latvian"
"Rencis, $ourJ",
$atori Zoom,"Hip-Hop, trap, phonk"
salvia palth,"Lo-Fi, slowcore, dream pop, shoegaze, indie, New Zealand, indie pop, indie rock, I CRYY, bedroom pop"
Obskür,"House, techno, irish"
Mindless Self Indulgence,"industrial, industrial jungle pussy punk, electronic, punk, alternative, electropunk, industrial rock, rock, american, experimental"
Ava Cerasoli,
"Palak Muchhal, Armaan Malik, Sanjeev Darshan",
"FPB LAW$, Nobi",
ChronicalZ,
ROSIE,"hard rock, female vocalists, indie pop, piano, Glam Metal, USA, dutch rock, 4, sad pop, multiple artists"
Azzam Sham,
Grupo Digno,
Secretto,tex-mex
"Gonzalo Genek, Gera MX",
"ibbigang, Nasiimov",
"Testpiet, Lucilla Bellinga, De Club Van Sinterklaas",
"Sportpiet, De Club Van Sinterklaas",
"De Club Van Sinterklaas, Coole Piet, Danspiet",
Extreme Music,"Soundtrack, instrumental, Trailer Music, epic, celtic, folk, rock, pop, indie, female"
Rutger van Barneveld,
"Belocca, A*S*Y*S",
"KADO, De Club Van Sinterklaas",
"De Club Van Sinterklaas, Testpiet, KADO, Coole Piet, Danspiet",
paris jackson,"Jackson Family, soul, indie pop, indie folk, michael jackson, folk, indie, daughter of the king, pop, Princess of the Pop"
Mike Dunn,"acid house, House, Chicago House, techno, electronic, Acid, All, classic house, USA, chicago"
Wiz Ofuasia,
Morray,"Hip-Hop, rap, american, USA, fat"
Olakira,
"Cuuhraig, Blxst",
Jon Niklas Rønning,
"callan, Menno Beck",
"Karel Svoboda, Tenorane og Steffen Horn",
Yung Trip,
Atle Pettersen,"Norway, norwegian, rock, pop, norsk, scandinavian, singer-songwriter, X-Factor, x-faktor, melodi grand prix junior"
ChewieCatt,"USA, american"
Ruan Nagel,
"Dj Bobby Music, BARBEL",
Vito Canzo,
Audri Nix,"trap, electropop, contemporary rnb, latin pop"
"Biu do Piseiro, MC Luuh, DJ Guuga",
"Jai., Soundbay Recording Studio",
Ala Tracz,"polish, kids"
Soleá,
"UNITY, Junior Songfestival",
Seni,
Noga,"Home collection, Mellow, psychedelic, trance, psytrance, blues, folk, indie, psychedelic trance, dream pop"
Roger Handeland,
Disney's Circle of Stars,"pop, Disney, american, female vocalists, All, male vocalists, hilary duff, Circle of Life"
Manntra,"industrial metal, folk metal, croatian, metal, croatian metal, industrial, industrial rock, Croatia, Manntra, 4"
"PLOHOYPAREN, blago white",
маяк,"chillwave, screamo, dreamwave, Lo-Fi, electronic, russian, Ukrainian, sovietwave, emo, synthwave"
RAVANNA,"metalcore, post-hardcore, russian, melodic metalcore, post hardcore, Progressive, Russia, russian metalcore, i have seen live, Dead Inside"
"Стекловата, Steklovata",
The Starkillers,"hard rock, thrash metal, Fucknroll, punk rock, 2, groove metal, Rock and Roll, 3, seen live x3, seen live x2"
Berioska,"peruvian, Peru"
панкшоу,
iamjuampi,
MiatriSs,"pop, russian, Russia, electropop, depressive, sensual, dance-pop, alternative rnb, alt-pop"
ottenok,
Neverlove,"pop punk, alternative metal, sexmetal, upcoming album 2023, metalcore, Glam Metal, Love Metal, deezer, yandex music, sex metal"
"Mundo Segundo, Sam The Kid, New Max",
Miraj,"heavy metal, UK, wave"
"Haidin, Formatia Marinica Namol",
"Jianu, Florin cercel, Ionut Cercel",
"Bogdan Medvedi, Nicole Cherry",
"Ksenon, XBRO",
AMAN ZHU,
"A4, MC ORSEN, BABY X",
Darrem,"Kazakhstan, pop"
Наша Таня,"my top songs, pop, Russia, indie pop, spotify, booba, indie, upcoming album 2024, upcoming album 2022, yandex music"
Raid Exact,
Zedk,algeria
"Figoshin, 7evendee",
René le Blanc,"netherlands, Schlager"
"Białas, White 2115, Lanek",
"Oki, Young Igi, Otsochodzi, OIO, SHDØW",
loserpop,"thai, rock, thai pop, thai rock, Thai Indie"
Saika,
"In K, 王忻辰",
Ng Han Yi,
"W/N, Duongg, Nau, titie",
VoVanDuc,
逃走鮑伯,"taiwan, rock, China, indie rock, taiwanese, Taiwan indie"
"戴愛玲(Princess Ai), Ella Chen, Yuki Hsu, Control T, 理想混蛋 雞丁, Evangeline Wong, 小盛, 劉學甫, 夫夫之道, FJ234-Josh, FJ234-FuFu, 陳瑽, 李佳歡, 鄭可強, 那那大師, DJ Ken Lin 林軒, 豪大夫, 黃氏兄弟瑋瑋, 阿古, Vicky Chen, 游泳教練Yilian, 阿畫, 許維芳, 阿卡貝拉－卡卡, 阿卡貝拉－貝拉, 小銘小玄, 舜舜安仔, Soya手癢計畫, 瑩真律師, 大賈遇頭, 哆啦女神, Joe 周賢忠, 傳播弟, 祐銘 Yu Ming, 泰辣 Tyla, 史九87, 二哥, 三原JAPAN, 黃小愛, Alizabeth 娘娘, 曾韻璇, 企鵝 Renguin, 楊艾萱 Iris, Claven",
刘大壮,chinese
小乐哥,
莊凌芸,
KIRE,
"Hosea, arkn, Angie",
舞炯恩,taiwanese
零一九零贰,"China, chinese"
Jigsaw,"pop, 70s, Disco, soft rock, grindcore, visual kei, psytrance, metal, rock, japanese"
BALLCHON,
"Morena, Andrea Bučko, Dominika Kavaschová",
Shocking Blue,"classic rock, rock, 60s, 70s, dutch, Psychedelic Rock, female vocalists, psychedelic, blues rock, oldies"
"Dr MaVibes, Blaq Diamond, Snymaan, Manny Yack, Brvdley",
"Loverss Exklusive, Seven Step",
"Dlala Thukzin, Iso, CavaTheKwaal",
Cream Machine,
Ché,"Stoner Rock, desert rock, stoner, rock, hard rock, psychedelic, alternative rock, Brant Bjork, Che, Desert"
Club de Fans de Ibai,
"Kike & Manu, Ozarus",
Rigoberta Bandini,"pop, electronic, spanish, spain, female vocalists, indie pop, dance, spanish pop, 20s, Eurovision"
Baron850,
Gonzalo Alhambra,
"Selecta, Bejo, Geni Colegui",
"DJ Conds, Un Titico, Kn1 One",
Kadec Santa Anna,
Carmen DeLeon,"latin, latin pop, venezuela, dancehall, venezuelan"
El Bobe,"urban, latin, spanish, rap, Latin Rap, afro, drill, Latin Urban, spanish drill"
"Abraham Garrido, Costa Trece",
Jay,"rap, bulgarian, Hip-Hop, swedish, Ikon, pop, k-pop, not swedish, Korean, C"
"GRIND GANG, Castrox, ADAAM",
Emilio Ingrosso,
Argyle Singh,
Marin,"japanese, pop, female vocalists, hiphop, Hip-Hop, hip hop, rap, JPop, arranger, rnb"
白潤音 Run-Yin Bai,
"DRG, spsalola",
Al Jarreau,"jazz, soul, Smooth Jazz, vocal jazz, funk, al jarreau, male vocalists, jazz vocal, 80s, american"
"NICKY, Goyyog, P-Hot",
SIRIMONGKOL,"alternative, rock, thai"
Mathieu Saïkaly,"folk, french, indie, france, french male vocalists"
Mevlüt Can Kaplan,
rehber,"indie, alternative rock, All"
Tolgahan Tarıoğlu,"alternative, indie, turkish"
İLKİM,
Bak Yine Geç Kaldım,
Matuhan,Russia
Yasir Miy,
"Olta, İsimsiz Orkestra, Feridun Düzağaç",
throwmance,"alternative, wave, latvia, emo rap, wave trap"
Tatarka,"Hip-Hop, tatar, russian, rap, cloud rap, Russia, english, TATARKA, Cloud, Russian Pop"
Альбина Сексова,"experimental, Avant-Garde, female vocalists, sex, Electroclash, punk, russian, very sexy, witch house, govno"
Rozalia,"dance, House, 90s, Rave, female vocalists, eurodance, pop, zambia, vocal house, euro house"
"pavluchenko, Alexey Krivdin",
Odeal,"rap, Hip-Hop, rnb, soul, Neo-Soul, germany, hip hop, nigerian, afrobeat, afrobeats"
Strawberry Guy,"dream pop, indie pop, bedroom pop, british, shoegaze, indie, indie rock, my top songs, Sophisti-Pop, pop"
Fam0us.Twinsss,"us, Hip-Hop, mobile, Alabama, Trap Queen"
Lil Zpoet,
"QNT, RefundBand",
"MEGAZETZ, Phuc Du",
"RPT MCK, Wxrdie, Sony Tran",
Quang Hùng MasterD,"rap, pop, Hip-Hop, singer-songwriter, v-pop, vietnamese"
Martin Arteta,dreampop
"Anh Quân, Freak D",
Tùng,"vietnamese, indie, pop, folk, singer-songwriter, v-pop, indie folk, Vietnam indie"
Lyly,"v-pop, vietnamese"
Bức Tường,"rock, vietnamese, vietnam, hard rock, heavy metal, singer-songwriter, alternative rock, male vocalist, folk rock, Glam Metal"
Kidz,"techno, electronic, Nu-metal, electro, beats, trap, bass, ulyanovsk, KoЯn"
"Lyly, Karik",
xtinto,"Hip-Hop, portuguese, hip-hop tuga, Portugal"
"Monoman, Cash Flow, Anıl Piyancı",
Quinteto Negro La Boca,"milonga, tango, chamame, chacarera"
"MAYOT, YUNGWAY",
"qurt, Scriptonite",
Numen,"black metal, folk metal, Black Folk Metal, spain, Folk Black Metal, spanish, Progressive rock, basque, spanish black metal, pagan metal"
DJ Gotta,
"Sleaford Mods, Billy Nomates",
Froro,EDM
"Chefe Coringa, MC Reino, Barca Na Batida",
Dj Youcef,rai
Moh Flow,"united arab emirates, rap, uae, emirati"
"PornoPer, Johny Cola",
Lis Sørensen,"pop, danish, 80s, female vocal, denmark, dansk, female vocalist, female vocalists, pop rock, scandinavian"
Manolo Lezcano,
"Perrie, El Waili, Umi",
Mari Jürjens,"estonian, singer-songwriter"
Jeazzus,
Anne Sylvestre,"french, female vocalists, folk, acoustic, singer-songwriter, french folk, 70s, 00s, 10s, 90s"
yesyes,"a dal, hungarian, Hungarian Male Vocalists"
22Gz,"drill, rap, new york drill, new york, hip hop, american, Hip-Hop, trap, Brooklyn"
"Vigro Deep, Sha Sha",
"Joey Fatts, A-Reece",
"Vigro Deep, Focalistic, Kamo Mphela, Rams The Violinist",
"Vigro Deep, Acatears, Mas Musiq",
Ashley Kutcher,"pop, singer-songwriter, indie folk, USA, folk pop, gen z singer-songwriter, alt z"
"Öwnboss, Double MZK",
"Voost, Alix Robson",
Miguel Angel Muñoz,"latin, pop, spanish, español, esto es ESPARTA, spanish singer and actor, male vocalists, cacho tableta tiene el colega"
Rafael Hakim,
Da Poet,"dp, Dope, beat maker, dubstep, underground, hiphop, rap, trip hop, hip hop, Favorite Rapper"
"B.Baby, Hanna Ferm, Yei Gonzalez",
"Uvaag, Rasmus Gozzi, Lurifaks",
"Timbuktu, Mapei, Lullabies",
"Nakkia Gold, Wiz Khalifa, Bob Marley & The Wailers",
"Kim Kado, Bennie Taai Taai",
Charlotte OC,"pop, synthpop, alternative pop, female vocalists, indie pop, Female Voices, alternative, england, try, piano"
"Åshild Vetrhus, Andreas Ulvo, Morten Barrikmo",
"JCY, Minus Manus",
Coyote Theory,"indie rock, indie, rock, jazz, USA, male vocalists, animals, indie jazz, jazz indie, jazz pop"
Tavenchi,
"Yachu, Jacuś, Gimpson, Requer, wip bros",
Nadine,"pop, female vocalists, irish, girls aloud, 00s, legend, singer-songwriter, alternative, nuhdeen, Need to Rate"
"MISAEL, Greg Ferreira, ÉaBest",
"Я.СГОРЕЛ.ДВАЖДЫ, @strochka.mag",
Campmasters,gqom
Lyn Lapid,"pop, indie pop, dream pop, singer-songwriter, rutracker, female vocalists, indie, singer songwriter, solo artist, USA"
Katy J Pearson,"indie pop, female vocalists, pop, indie rock, british, indie folk, singer-songwriter, UK, english, alternative"
FAULHABER,netherlands
"Vitor e Luan, Marília Mendonça",
Amer Mounib,kot
Ecco2k,"cloud rap, art pop, alternative rnb, ambient pop, drain, drain gang, Hip-Hop, emo rap, glitch pop, experimental"
"Priscilla Bueno, Centro Vida Cristiana Band",
Abbie Lou Johnston,instrumental
Nadav Philips,
"Altimet, Cuurley, Malik Abdullah",
BitoBeyto,
Kluspiet,
Gio Latooy,"youtubers, dutch male vocalists"
"wax mustang, jack berry",
Vilde og Anna,
Xolidayboy,"pop, rock, Avant-Garde, soul, russian, Russia, male vocalists, male vocalist, 2, Russian Pop"
"MiyaGi & Endspiel, Симптом (НЖН)",
"Quavo, Tee Grizzley",
"Vivie Ann, PYRAH",
"JoeyAK, MocroManiac",
"JoeyAK, Jayh, Boef",
"JoeyAK, Hansie, Josylvio",
阿YueYue,chinese
Gary Barlow,"pop, british, singer-songwriter, male vocalists, 90s, britpop, gary barlow, web-found, top50 dr97, para ouvir sozinho"
Khải Đăng,
Lautaro Lopez,argentina
"Armin van Buuren, RBVLN",
"DJ Flash, Mula B, GLK",
"Hybrid Minds, Tiffani Juno",
"ARY, Emilie Nicolas",
Else,"instrumental, electronic, thrash metal, electro, symphonic power metal, french house, symphonic thrash metal, House, indie, Power metal"
